# Porcelain Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/ceramic/oxide/porcelain-laser-cleaning
# Updated: 2025-12-21 | Version: 1.0
#
# Citation: Z-Beam (2025). Porcelain Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/ceramic/oxide/porcelain-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Porcelain,,,,,Material name
Basic,Info,Category,ceramic,,,,,Material category
Basic,Info,Subcategory,oxide,,,,,Material subcategory
Basic,Info,Slug,porcelain-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Porcelain surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for Porcelain absorption and minimal substrate damage
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for precise cleaning control on Porcelain surfaces
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and thermal management
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal while preserving Porcelain substrate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning efficiency
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage without excessive thermal buildup
Machine,Settings,dwellTime,100,μs,0.2,200,,Optimal dwell time per spot for effective cleaning with thermal control
Machine,Settings,power,30,W,10,100,,"Low power range for delicate ceramics like porcelain to avoid thermal cracking; typical for 1064 nm Nd:YAG systems in heritage and industrial cleaning. Recommended starting at 30 W for light contamination. Max safe ~100 W before risk of substrate damage due to low thermal conductivity (~1.5 W/mK). Source: Manufacturer specs (e.g., CleanLaser CL 50 model) and studies on ceramic restoration (e.g., J. Cult. Herit. 2018)."
Machine,Settings,scan_speed,500,mm/s,10,5000,,"Typical speeds balance cleaning efficiency and heat input; slower (100-500 mm/s) for heavy contamination, faster (500-2000 mm/s) for light. Recommended 500 mm/s for porcelain to minimize exposure time and prevent cracking. Source: Industry standards from laser cleaning equipment manuals (e.g., IPG Photonics) and process optimization in Opt. Lasers Eng. 2020."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for 1064 nm cleaning of porcelain; picosecond (ps) or femtosecond (fs) for ultra-minimal HAZ but less common industrially due to cost. 20 ns balances ablation of contaminants with low heat diffusion in low-conductivity porcelain. Source: Laser physics research on ceramic ablation (e.g., Appl. Phys. A 2019)."
Machine,Settings,repetition_rate,20,kHz,1,200,,"Typical 10-50 kHz for pulsed cleaning; higher rates speed up process but risk heat accumulation in porcelain's poor thermal dissipation. Recommended 20 kHz for safe, efficient removal without overheating. Trade-off: >30 kHz may require slower scans. Source: Academic literature on Q-switched lasers for ceramics (e.g., J. Appl. Phys. 2017)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence below porcelain's damage threshold (~4 J/cm² for 1064 nm) to ablate contaminants without melting (mp ~1300°C) or cracking. Typical 0.5-3 J/cm² for safe cleaning; 1.5 J/cm² recommended starting point. Source: Ablation threshold studies on ceramics (e.g., Surf. Coat. Technol. 2021; conservative estimate for porcelain reflectivity ~0.3-0.5 at 1064 nm)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Smaller spots (100-300 μm) for fine detail on porcelain surfaces, larger (300-500 μm) for broad areas. Recommended 200 μm for uniform cleaning without excessive energy concentration. Source: Equipment specifications from manufacturers like Coherent and Trumpf for industrial scanners."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers to build fluence gradually and avoid damage. Recommended 2 passes for porcelain in industrial prep. Source: Industry case studies on ceramic surface cleaning (e.g., Mater. Sci. Eng. B 2022)."
Machine,Settings,overlap_ratio,70,%,10,90,,"50-80% overlap ensures uniform coverage without gaps or over-ablation on brittle porcelain. Recommended 70% for optimal homogeneity in scan patterns. Source: Process optimization studies in laser scanning (e.g., Precis. Eng. 2019)."
