# Yttrium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/rare-earth/scandium-group/yttrium-laser-cleaning
# Updated: 2025-11-30 | Version: 1.0
#
# Citation: Z-Beam (2025). Yttrium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/rare-earth/scandium-group/yttrium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Yttrium,,,,,Material name
Basic,Info,Category,rare-earth,,,,,Material category
Basic,Info,Subcategory,scandium-group,,,,,Material subcategory
Basic,Info,Slug,yttrium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Machine setting: powerRange
Machine,Settings,wavelength,1064,nm,355,10640,,Machine setting: wavelength
Machine,Settings,spotSize,50,μm,0.1,500,,Machine setting: spotSize
Machine,Settings,repetitionRate,50,kHz,1,200,,Machine setting: repetitionRate
Machine,Settings,fluenceThreshold,5.1,J/cm²,0.3,4.5,,Machine setting: fluenceThreshold
Machine,Settings,energyDensity,5.1,J/cm²,0.1,20,,Machine setting: energyDensity
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Machine setting: pulseWidth
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Machine setting: scanSpeed
Machine,Settings,passCount,2,passes,1,10,,Machine setting: passCount
Machine,Settings,overlapRatio,30,%,10,90,,Machine setting: overlapRatio
Property,material_characteristics,thermalDestruction,1795,K,273,3520,ai_research,Material property: thermalDestruction
Property,material_characteristics,specificHeat,301,J/(kg·K),113,457,ai_research,Material property: specificHeat
Property,material_characteristics,youngsModulus,41.2,GPa,15.8,63.5,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,673,K,0,149,ai_research,Material property: oxidationResistance
Property,material_characteristics,laserReflectivity,0.92,dimensionless,0.4,0.94,ai_research,Material property: laserReflectivity
Property,material_characteristics,thermalConductivity,17.2,W/m·K,10.4,17.5,ai_research,Material property: thermalConductivity
Property,material_characteristics,thermalExpansion,1.1e-05,K^{-1},0.000006,26.2,ai_research,Material property: thermalExpansion
Property,material_characteristics,density,4472,kg/m³,4.3,8.8,ai_research,Material property: density
Property,material_characteristics,hardness,0.26,GPa,0.38,906,ai_research,Material property: hardness
Property,material_characteristics,ablationThreshold,1.2,J/cm²,0.65,2.9,ai_research,Material property: ablationThreshold
Property,material_characteristics,absorptivity,0.37,dimensionless,0.25,0.6,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,3611,K,1705,3834,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,6.9e+07,m^{-1},298300,6.6e+07,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.35,dimensionless,0.2,0.5,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,50000000,m⁻¹,10000000,100000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,5,J/cm²,1,10,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,2.5,MW/m,1.5,3.5,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.65,dimensionless,0.5,0.8,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1799,K,1795,1805,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,0.1,Pa,0.01,1,ai_research,Material property: vaporPressure
