Category,Property,Value,Unit,Min,Max
Machine Setting,Powerrange,25,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,20,kHz,1,200
Machine Setting,Energydensity,2.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,100,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,50,W,20,200
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,100000000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.9,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,3.3,GPa,None,None
Material Characteristics,Oxidationresistance,523.0,K,None,None
Material Characteristics,Density,1.05,g/cm³,None,None
Material Characteristics,Hardness,77.0,Shore D,None,None
Material Characteristics,Corrosionresistance,0.65,dimensionless (normalized resistance index),None,None
Material Characteristics,Compressivestrength,70.0,MPa,None,None
Material Characteristics,Flexuralstrength,50.0,MPa,None,None
Material Characteristics,Tensilestrength,40.0,MPa,None,None
Material Characteristics,Laserdamagethreshold,2.5,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,Absorptioncoefficient,1000000,m⁻¹,100000,5000000
Laser-Material Interaction,Laserdamagethreshold,2.0,J/cm²,1.0,4.0
Laser-Material Interaction,Thermalshockresistance,1.0,MW/m,0.5,2.0
Laser-Material Interaction,Reflectivity,0.05,dimensionless,0.04,0.06
Laser-Material Interaction,Thermaldestructionpoint,620,K,600,650
Laser-Material Interaction,Vaporpressure,10,Pa,1,100
Laser-Material Interaction,Thermaldestruction,623.0,K,None,None
Laser-Material Interaction,Specificheat,1300.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.052,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,0.12,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,7e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,100.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.02e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.25,J/cm²,None,None
,Metric,1064,nm,None,None
