Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Kevlar-Reinforced Polymer,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: kevlar-reinforced polymer, laser cleaning, composite, fiber-reinforced, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,45,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,4.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,15,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,40,%,10,90
Machine Setting,Power,50,W,10,200
Machine Setting,Scan Speed,1000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.0,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
,Crystallinestructure,mixed,crystal system,None,None
Material Characteristics,Electricalresistivity,1200000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,2.5,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,76.0,GPa,None,None
Material Characteristics,Oxidationresistance,743.0,K,None,None
Material Characteristics,Density,1.38,g/cm³,None,None
Material Characteristics,Hardness,85.0,Shore D,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless (resistance index),None,None
Material Characteristics,Compressivestrength,240.0,MPa,None,None
Material Characteristics,Flexuralstrength,1050.0,MPa,None,None
Material Characteristics,Tensilestrength,1380.0,MPa,None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.25,dimensionless,0.1,0.4
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,3.5,J/cm²,1.0,10.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.0
Laser-Material Interaction,Reflectivity,0.75,dimensionless,0.6,0.9
Laser-Material Interaction,Thermaldestructionpoint,773,K,723,823
Laser-Material Interaction,Vaporpressure,5,Pa,0.1,50
Laser-Material Interaction,Thermaldestruction,673.0,K,None,None
Laser-Material Interaction,Specificheat,1180.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.12,%,None,None
Laser-Material Interaction,Thermalconductivity,0.3,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,2.8e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,520.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.65e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.3,J/cm²,None,None
,Metric,1064,nm,None,None
