# Cerium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/rare-earth/lanthanide/cerium-laser-cleaning
# Updated: 2025-12-05 | Version: 1.0
#
# Citation: Z-Beam (2025). Cerium Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/rare-earth/lanthanide/cerium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Cerium,,,,,Material name
Basic,Info,Category,rare-earth,,,,,Material category
Basic,Info,Subcategory,lanthanide,,,,,Material subcategory
Basic,Info,Slug,cerium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Machine setting: powerRange
Machine,Settings,wavelength,1064,nm,355,10640,,Machine setting: wavelength
Machine,Settings,spotSize,50,μm,0.1,500,,Machine setting: spotSize
Machine,Settings,repetitionRate,50,kHz,1,200,,Machine setting: repetitionRate
Machine,Settings,fluenceThreshold,5.1,J/cm²,0.3,4.5,,Machine setting: fluenceThreshold
Machine,Settings,energyDensity,5.1,J/cm²,0.1,20,,Machine setting: energyDensity
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Machine setting: pulseWidth
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Machine setting: scanSpeed
Machine,Settings,passCount,3,passes,1,10,,Machine setting: passCount
Machine,Settings,overlapRatio,50,%,10,90,,Machine setting: overlapRatio
Property,material_characteristics,density,6.8,g/cm³,4.3,8.8,ai_research,Material property: density
Property,material_characteristics,oxidationResistance,-2.5,V,0,149,ai_research,Material property: oxidationResistance
Property,material_characteristics,youngsModulus,33,GPa,15.8,63.5,ai_research,Material property: youngsModulus
Property,material_characteristics,hardness,27,HV,0.38,906,ai_research,Material property: hardness
Property,material_characteristics,boilingPoint,3716,K,1705,3834,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptivity,0.42,dimensionless,0.25,0.6,ai_research,Material property: absorptivity
Property,material_characteristics,thermalDestruction,1071,K,273,3520,ai_research,Material property: thermalDestruction
Property,material_characteristics,laserReflectivity,0.92,dimensionless,0.4,0.94,ai_research,Material property: laserReflectivity
Property,material_characteristics,thermalExpansion,6.3e-06,K^{-1},0.000006,26.2,ai_research,Material property: thermalExpansion
Property,material_characteristics,thermalConductivity,11.3,W/m·K,10.4,17.5,ai_research,Material property: thermalConductivity
Property,material_characteristics,specificHeat,192,J/(kg·K),113,457,ai_research,Material property: specificHeat
Property,material_characteristics,ablationThreshold,1.5,J/cm²,0.65,2.9,ai_research,Material property: ablationThreshold
Property,material_characteristics,absorptionCoefficient,1.2e+07,m^{-1},298300,6.6e+07,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.62,dimensionless,0.25,0.6,ai_research,Material property: absorptivity
Property,laser_material_interaction,thermalDestruction,1071,K,273,3520,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserReflectivity,0.92,dimensionless,0.4,0.94,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalExpansion,6.3e-06,K^{-1},0.000006,26.2,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,thermalConductivity,11.3,W/m·K,10.4,17.5,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,specificHeat,192,J/(kg·K),113,457,ai_research,Material property: specificHeat
Property,laser_material_interaction,ablationThreshold,1.5,J/cm²,0.65,2.9,ai_research,Material property: ablationThreshold
Property,laser_material_interaction,absorptionCoefficient,1.2e+07,m^{-1},298300,6.6e+07,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,1.8,J/cm²,1.1,3.3,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalDiffusivity,8.7e-06,m²/s,0.000007,1.9e-05,scientific_literature,Material property: thermalDiffusivity
