Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Porphyry,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: porphyry, laser cleaning, stone, sedimentary, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,12.7,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,70,%,10,90
,Crystallinestructure,crystalline,crystal system,None,None
Material Characteristics,Fracturetoughness,1.12,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,62.5,GPa,None,None
Material Characteristics,Oxidationresistance,0.96,dimensionless (normalized resistance index),None,None
Material Characteristics,Density,2720.0,kg/m³,None,None
Material Characteristics,Hardness,6.5,Mohs,None,None
Material Characteristics,Corrosionresistance,0.94,dimensionless (normalized resistance index),None,None
Material Characteristics,Compressivestrength,180.0,MPa,None,None
Material Characteristics,Flexuralstrength,18.2,MPa,None,None
Material Characteristics,Tensilestrength,7.2,MPa,None,None
Material Characteristics,Porosity,1.2,%,None,None
Material Characteristics,Laserdamagethreshold,0.85,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.75,dimensionless,0.6,0.95
Laser-Material Interaction,Absorptioncoefficient,5000000.0,m⁻¹,1000000.0,10000000.0
Laser-Material Interaction,Laserdamagethreshold,8.5,J/cm²,5.0,15.0
Laser-Material Interaction,Thermalshockresistance,2.5,MW/m,1.0,4.0
Laser-Material Interaction,Reflectivity,0.25,dimensionless,0.05,0.4
Laser-Material Interaction,Thermaldestructionpoint,1473,K,1273,1673
Laser-Material Interaction,Vaporpressure,0.1,Pa,0.001,1.0
Laser-Material Interaction,Thermaldestruction,846.0,K,None,None
Laser-Material Interaction,Specificheat,840.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.23,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,2.3,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,7.5e-06,/K,None,None
Laser-Material Interaction,Laserabsorption,1250.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.15e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.15,J/cm²,None,None
,Metric,1064,nm,None,None
