Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Lead Crystal,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: lead crystal, laser cleaning, glass, soda-lime, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,25,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,20,kHz,1,200
Machine Setting,Energydensity,2.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,100,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,20,W,10,100
Machine Setting,Scan Speed,1000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,20,kHz,1,200
Machine Setting,Energy Density,1,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,70,%,10,90
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,3160000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.78,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,58000000000.0,Pa,None,None
Material Characteristics,Oxidationresistance,0.98,dimensionless (normalized scale 0-1),None,None
Material Characteristics,Density,3.08,g/cm³,None,None
Material Characteristics,Hardness,4.2,GPa,None,None
Material Characteristics,Corrosionresistance,1.2,ml of 0.01 M HCl / 10 g glass,None,None
Material Characteristics,Compressivestrength,820.0,MPa,None,None
Material Characteristics,Flexuralstrength,42.0,MPa,None,None
Material Characteristics,Tensilestrength,41.0,MPa,None,None
Material Characteristics,Laserdamagethreshold,6.8,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,Absorptioncoefficient,5000,m⁻¹,1000,20000
Laser-Material Interaction,Laserdamagethreshold,8,J/cm²,5,15
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.08,dimensionless,0.05,0.12
Laser-Material Interaction,Thermaldestructionpoint,1100,K,900,1300
Laser-Material Interaction,Vaporpressure,0.01,Pa,0.001,0.1
Laser-Material Interaction,Thermaldestruction,873.0,K,None,None
Laser-Material Interaction,Specificheat,680.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.0459,fraction,None,None
Laser-Material Interaction,Thermalconductivity,0.9,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,8.9e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,50.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,3.33e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.1,J/cm²,None,None
,Metric,1064,nm,None,None
