Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Serpentine,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: serpentine, laser cleaning, stone, sedimentary, material properties",,,,,
# Last Modified: 2026-01-06,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,800,mm/s,10,5000
Machine Setting,Pulse Width,15,ns,0.1,1000
Machine Setting,Repetition Rate,20,kHz,1,200
Machine Setting,Energy Density,1.0,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
,Crystallinestructure,crystalline,crystal system,None,None
Material Characteristics,Youngsmodulus,48.3,GPa,None,None
Material Characteristics,Oxidationresistance,0.92,dimensionless (scale 0-1),None,None
Material Characteristics,Density,2650.0,kg/m³,None,None
Material Characteristics,Hardness,3.5,Mohs,None,None
Material Characteristics,Corrosionresistance,0.87,dimensionless (normalized resistance scale 0-1),None,None
Material Characteristics,Compressivestrength,100.0,MPa,None,None
Material Characteristics,Flexuralstrength,9.8,MPa,None,None
Material Characteristics,Tensilestrength,5.2,MPa,None,None
Material Characteristics,Porosity,0.8,%,None,None
Material Characteristics,Laserdamagethreshold,0.85,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.8,dimensionless,0.6,0.9
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,3,J/cm²,1,5
Laser-Material Interaction,Thermalshockresistance,2,MW/m,1,3
Laser-Material Interaction,Reflectivity,0.15,dimensionless,0.1,0.3
Laser-Material Interaction,Thermaldestructionpoint,1000,K,900,1100
Laser-Material Interaction,Vaporpressure,1,Pa,0.1,10
Laser-Material Interaction,Thermaldestruction,973.0,K,None,None
Laser-Material Interaction,Specificheat,962.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.058,dimensionless (fraction),None,None
Laser-Material Interaction,Thermalconductivity,2.82,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,8.5e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,45000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.2e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.8,J/cm²,None,None
,Metric,1064,nm,None,None
