Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Lanthanum,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: lanthanum, laser cleaning, rare-earth, lanthanide, material properties",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,90,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Energydensity,2.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,12,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,20,500
Machine Setting,Scan Speed,500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,HCP,crystal system,None,None
Material Characteristics,Youngsmodulus,61.3,GPa,None,None
Material Characteristics,Oxidationresistance,1.11,,None,None
Material Characteristics,Density,6.162,g/cm³,None,None
Material Characteristics,Hardness,0.35,GPa,None,None
Material Characteristics,Absorptivity,0.12,dimensionless,None,None
Material Characteristics,Boilingpoint,3737.0,K,None,None
Laser-Material Interaction,Absorptivity,0.42,dimensionless,None,None
Laser-Material Interaction,Thermaldestruction,1194.0,K,None,None
Laser-Material Interaction,Specificheat,195.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.42,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,13.4,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.21e-05,K^{-1},None,None
Laser-Material Interaction,Ablationthreshold,1.25,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,28000000.0,m^{-1},None,None
Laser-Material Interaction,Laserdamagethreshold,2.3,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,1.115e-05,m²/s,None,None
,Metric,1064,nm,None,None
