# Hafnium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/metal/non-ferrous/hafnium-laser-cleaning
# Updated: 2025-12-01 | Version: 1.0
#
# Citation: Z-Beam (2025). Hafnium Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/metal/non-ferrous/hafnium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Hafnium,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,non-ferrous,,,,,Material subcategory
Basic,Info,Slug,hafnium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Machine setting: powerRange
Machine,Settings,wavelength,1064,nm,355,10640,,Machine setting: wavelength
Machine,Settings,spotSize,50,μm,0.1,500,,Machine setting: spotSize
Machine,Settings,repetitionRate,50,kHz,1,200,,Machine setting: repetitionRate
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Machine setting: fluenceThreshold
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Machine setting: pulseWidth
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Machine setting: scanSpeed
Machine,Settings,passCount,3,passes,1,10,,Machine setting: passCount
Machine,Settings,overlapRatio,50,%,10,90,,Machine setting: overlapRatio
Property,material_characteristics,electricalConductivity,3.2e+06,S/m,659300,6.6e+07,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,5.5e-08,Ω·m,0,0.000002,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,2,MPa√m,0.67,157,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,0.8,μm,0.02,6.6,ai_research,Material property: surfaceRoughness
Property,material_characteristics,thermalDestruction,2506,K,256,3859,ai_research,Material property: thermalDestruction
Property,material_characteristics,specificHeat,144,J/(kg·K),43.4,1905,ai_research,Material property: specificHeat
Property,material_characteristics,youngsModulus,78,GPa,10.4,200000000000,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,500,°C,-554,1762,ai_research,Material property: oxidationResistance
Property,material_characteristics,laserReflectivity,0.42,dimensionless,0.4,73.5,ai_research,Material property: laserReflectivity
Property,material_characteristics,thermalConductivity,23,W/m·K,7.4,450,ai_research,Material property: thermalConductivity
Property,material_characteristics,thermalExpansion,5.9,10^{-6}/K,0.000004,31.7,ai_research,Material property: thermalExpansion
Property,material_characteristics,density,13.3,g/cm³,1.7,9408,ai_research,Material property: density
Property,material_characteristics,hardness,160,HV,0.2,3500,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.92,,-1.1,1.1e+06,ai_research,Material property: corrosionResistance
Property,material_characteristics,laserAbsorption,0.35,dimensionless,0.02,4.2e+08,ai_research,Material property: laserAbsorption
Property,material_characteristics,compressiveStrength,241,MPa,8,2625,ai_research,Material property: compressiveStrength
Property,material_characteristics,thermalDiffusivity,1.2e-05,m²/s,0.000002,0.00017,ai_research,Material property: thermalDiffusivity
Property,material_characteristics,flexuralStrength,380,MPa,11.4,2897,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,380,MPa,3,3000,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,0,15,ai_research,Material property: porosity
Property,material_characteristics,ablationThreshold,2.1,J/cm²,0.09,4.3,ai_research,Material property: ablationThreshold
Property,material_characteristics,absorptivity,0.35,dimensionless,0.02,0.6,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,4876,K,929,6454,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,5.9e+08,m^{-1},589000,9.9e+07,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,2506,K,133,3865,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,0.01,Pa,0,106391,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,2506,K,133,3865,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.45,fraction,0.35,1,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,479,K,6.7,379050,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,3.8,J/cm²,0.27,15750,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,3.4e+06,m⁻¹,589000,9.9e+07,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.42,dimensionless,0.02,0.6,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,3.2,J/cm²,0.27,15750,,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.56,dimensionless,0.35,1,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,2222,K,133,3865,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,1.2,MW/m,6.7,379050,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,0.0013,Pa,0,106391,ai_research,Material property: vaporPressure
