# Lanthanum Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/rare-earth/lanthanide/lanthanum-laser-cleaning
# Updated: 2025-12-21 | Version: 1.0
#
# Citation: Z-Beam (2025). Lanthanum Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/rare-earth/lanthanide/lanthanum-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Lanthanum,,,,,Material name
Basic,Info,Category,rare-earth,,,,,Material category
Basic,Info,Subcategory,lanthanide,,,,,Material subcategory
Basic,Info,Slug,lanthanum-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,90,W,1,120,,Optimal average power for Lanthanum oxide removal without substrate damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for optimal absorption in Lanthanum oxides
Machine,Settings,spotSize,80,μm,0.1,500,,Beam spot diameter for precise oxide removal control
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for continuous cleaning coverage
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Fluence threshold for effective Lanthanum cleaning
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Fluence threshold for Lanthanum oxide ablation
Machine,Settings,pulseWidth,12,ns,0.1,1000,,Nanosecond pulse duration for efficient oxide layer removal
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning efficiency
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete oxide removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage
Machine,Settings,power,100,W,20,500,,"Typical range for pulsed Nd:YAG lasers in metal cleaning to avoid thermal damage; recommended starting at 100 W for Lanthanum's low melting point (921°C) and moderate thermal conductivity (~13 W/mK). Conservative max to prevent substrate melting. Source: General manufacturer specs (e.g., IPG Photonics) and ablation studies on rare earth metals (e.g., J. Appl. Phys. 2018 on similar metals)."
Machine,Settings,scan_speed,500,mm/s,10,5000,,"Range for effective contaminant removal without excessive heat buildup; slower for heavy contamination (100-500 mm/s), faster for light (1000-2000 mm/s). Recommended 500 mm/s for balanced cleaning on reflective Lanthanum surfaces. Source: Industry standards from laser cleaning equipment manuals (e.g., Laserax systems) and process optimization in Opt. Lasers Eng. (2020)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred for industrial cleaning to balance ablation and minimal heat-affected zone (HAZ); picosecond (ps) or femtosecond (fs) for ultra-precise but costlier. 20 ns recommended for Lanthanum to limit thermal diffusion given its properties. Source: Laser physics research in Appl. Surf. Sci. (2019) on metal ablation thresholds.
Machine,Settings,repetition_rate,30,kHz,1,200,,"Typical for pulsed cleaning; higher rates increase speed but risk heat accumulation on low-conductivity Lanthanum. 30 kHz balances efficiency and safety. Trade-off: >50 kHz may cause overheating. Source: Academic literature, e.g., J. Laser Appl. (2021) on repetition rate effects in metal surface prep."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for contaminant removal without damaging Lanthanum (estimated damage threshold ~4 J/cm² at 1064 nm due to high reflectivity). Recommended 1.5 J/cm² for safe cleaning of oxides or contaminants. Source: Ablation threshold studies on rare earths (e.g., Phys. Rev. B 2017) and general metal cleaning in Lasers Manuf. Mater. Process. (2022)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Smaller for fine detail (100-200 μm), larger for broad areas (300-500 μm). 200 μm recommended for uniform cleaning on Lanthanum without excessive energy concentration. Source: Equipment specifications from manufacturers like Coherent and Trumpf for 1064 nm systems."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for heavy; 2 passes recommended for complete removal on Lanthanum while minimizing risk to soft substrate. Source: Industry case studies in laser cleaning of metals (e.g., Proc. SPIE 2019) and practical guidelines from Adapt Laser Systems."
Machine,Settings,overlap_ratio,50,%,10,90,,"Ensures uniform coverage; 50% recommended for Lanthanum to avoid gaps or over-ablation on irregular surfaces. Lower (30%) for speed, higher (80%) for thoroughness. Source: Process optimization studies in J. Clean. Prod. (2021) on scan strategies for metallic substrates."
