Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Redwood,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: redwood, laser cleaning, wood, hardwood, material properties",,,,,
# Last Modified: 2026-01-14,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,300
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Fracturetoughness,0.32,MPa m^{0.5},None,None
Material Characteristics,Youngsmodulus,9.6,GPa,None,None
Material Characteristics,Oxidationresistance,0.85,dimensionless (scale 0-1),None,None
Material Characteristics,Density,450.0,kg/m³,None,None
Material Characteristics,Hardness,1868.0,N,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless (relative durability index),None,None
Material Characteristics,Compressivestrength,33.1,MPa,None,None
Material Characteristics,Flexuralstrength,54.0,MPa,None,None
Material Characteristics,Tensilestrength,51.0,MPa,None,None
Material Characteristics,Porosity,0.752,fraction,None,None
Material Characteristics,Laserdamagethreshold,2.3,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.9,dimensionless,0.8,0.95
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,5,J/cm²,1,10
Laser-Material Interaction,Thermalshockresistance,1,MW/m,0.5,2
Laser-Material Interaction,Reflectivity,0.08,dimensionless,0.05,0.15
Laser-Material Interaction,Thermaldestructionpoint,600,K,500,700
Laser-Material Interaction,Vaporpressure,10,Pa,1,100
Laser-Material Interaction,Thermaldestruction,573.0,K,None,None
Laser-Material Interaction,Specificheat,1385.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.032,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,0.11,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,3.6e-06,1/K,None,None
Laser-Material Interaction,Laserabsorption,0.88,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.25e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.05,J/cm²,None,None
,Metric,1064,nm,None,None
